miRNA,lncRNA,mRNA
hsa-miR-421,RP11-469M7.1,PIPOX
hsa-miR-421,RP11-469M7.1,WAC
hsa-miR-421,RP11-469M7.1,NPHP3
hsa-miR-421,RP11-469M7.1,NR2C2
hsa-miR-421,RP11-469M7.1,NPFFR1
hsa-miR-421,RP11-469M7.1,MTA1
hsa-miR-421,RP11-469M7.1,SEPHS1
hsa-miR-421,RP11-469M7.1,SOX6
hsa-miR-421,RP11-469M7.1,FAM126B
hsa-miR-421,RP11-469M7.1,TSN
hsa-miR-421,RP11-469M7.1,NFIB
hsa-miR-421,RP11-469M7.1,CLDN11
hsa-miR-421,RP11-469M7.1,CYP7B1
hsa-miR-421,RP11-469M7.1,NFATC2IP
hsa-miR-421,RP11-469M7.1,PRUNE2
hsa-miR-421,RP11-469M7.1,KDELR2
hsa-miR-421,RP11-469M7.1,NLE1
hsa-miR-421,RP11-469M7.1,EGFR
hsa-miR-421,RP11-469M7.1,NHLRC2
hsa-miR-421,RP11-469M7.1,APPBP2
hsa-miR-421,RP11-469M7.1,TUBB
hsa-miR-421,RP11-469M7.1,CISD1
hsa-miR-421,MALAT1,RBMXL1
hsa-miR-421,MALAT1,CBX7
hsa-miR-421,MALAT1,ATM
hsa-miR-421,MALAT1,SMAD4
hsa-miR-421,MALAT1,NSL1
hsa-miR-421,MALAT1,SRSF7
hsa-miR-421,MALAT1,GID8
hsa-miR-421,MALAT1,EIF3K
hsa-miR-421,MALAT1,MAPK8
hsa-miR-421,MALAT1,LIMS1
hsa-miR-421,MALAT1,ZNF30
hsa-miR-421,MALAT1,GID4
hsa-miR-421,MALAT1,DDX39A
hsa-miR-421,MALAT1,ZNF678
hsa-miR-421,MALAT1,MIS18BP1
hsa-miR-421,MALAT1,NXPE3
hsa-miR-421,MALAT1,RNF138
hsa-miR-421,MALAT1,LIN7C
hsa-miR-421,MALAT1,RGMB
hsa-miR-421,MALAT1,SREK1IP1
hsa-miR-421,MALAT1,TAF9
hsa-miR-421,MALAT1,NR6A1
hsa-miR-421,MALAT1,CD46
hsa-miR-421,MALAT1,NDC1
hsa-miR-421,MALAT1,CREBZF
hsa-miR-421,MALAT1,POLR2D
hsa-miR-421,MALAT1,CEBPB
hsa-miR-421,MALAT1,FAM160B1
hsa-miR-421,MALAT1,VAPA
hsa-miR-421,MALAT1,DDX3X
hsa-miR-421,MALAT1,CREBRF
hsa-miR-421,MALAT1,FAM122A
hsa-miR-421,MALAT1,DNAJC27
hsa-miR-421,MALAT1,ZFP36L2
hsa-miR-421,MALAT1,RND3
hsa-miR-421,MALAT1,ATG2B
hsa-miR-421,MALAT1,TTC37
hsa-miR-421,MALAT1,RBBP7
hsa-miR-421,MALAT1,AFF4
hsa-miR-421,MALAT1,NIPBL
hsa-miR-421,MALAT1,LMCD1
hsa-miR-421,MALAT1,RANBP2
hsa-miR-421,MALAT1,USO1
hsa-miR-421,MALAT1,AP3B1
hsa-miR-421,MALAT1,PAXBP1
hsa-miR-421,MALAT1,PPARGC1A
hsa-miR-421,MALAT1,MTHFD2
hsa-miR-421,MALAT1,GCSH
hsa-miR-421,MALAT1,LARS2
hsa-miR-421,MALAT1,RPL18A
hsa-miR-421,MALAT1,EIF4A1
hsa-miR-421,MALAT1,DUSP3
hsa-miR-421,MALAT1,PHKA1
hsa-miR-421,MALAT1,DDX20
hsa-miR-421,MALAT1,CAP1
hsa-miR-421,MALAT1,ACOT9
hsa-miR-421,MALAT1,EIF4G2
hsa-miR-421,MALAT1,MSL3
hsa-miR-421,MALAT1,CEP57
hsa-miR-421,MALAT1,RPL26L1
hsa-miR-421,MALAT1,SENP7
hsa-miR-421,MALAT1,DOK4
hsa-miR-421,MALAT1,OTUD1
hsa-miR-421,MALAT1,CDC42SE2
hsa-miR-421,MALAT1,MRPL38
hsa-miR-421,MALAT1,ATXN2L
hsa-miR-421,MALAT1,TSR1
hsa-miR-421,MALAT1,GFOD2
hsa-miR-421,MALAT1,RAB2B
hsa-miR-421,MALAT1,PPP1R13B
hsa-miR-421,MALAT1,NPM1
hsa-miR-421,MALAT1,PARP10
hsa-miR-421,MALAT1,PQLC2
hsa-miR-421,MALAT1,SLC25A6
hsa-miR-421,MALAT1,PRR7
hsa-miR-421,MALAT1,AGO1
hsa-miR-421,MALAT1,FBXO11
hsa-miR-421,MALAT1,AHNAK
hsa-miR-421,MALAT1,GRK6
hsa-miR-421,MALAT1,SLIT1
hsa-miR-421,MALAT1,SLC9A6
hsa-miR-421,MALAT1,FAM172A
hsa-miR-421,MALAT1,SPECC1L
hsa-miR-421,MALAT1,SEPT2
hsa-miR-421,MALAT1,CTC1
hsa-miR-421,MALAT1,CDC37
hsa-miR-421,MALAT1,ZNF280C
hsa-miR-421,MALAT1,ISY1
hsa-miR-421,MALAT1,ZMYND8
hsa-miR-421,MALAT1,SRP9
hsa-miR-421,MALAT1,INPP4A
hsa-miR-421,MALAT1,MLXIP
hsa-miR-421,MALAT1,DUS3L
hsa-miR-421,MALAT1,FKBP8
hsa-miR-421,MALAT1,DNAJC16
hsa-miR-421,MALAT1,COPRS
hsa-miR-421,MALAT1,TUBA1B
hsa-miR-421,MALAT1,CASP2
hsa-miR-421,MALAT1,RPS18
hsa-miR-421,MALAT1,HSP90AA1
hsa-miR-421,MALAT1,COPA
hsa-miR-421,MALAT1,RAB11FIP1
hsa-miR-421,MALAT1,RHOB
hsa-miR-421,MALAT1,PSME1
hsa-miR-421,MALAT1,MCFD2
hsa-miR-421,MALAT1,CNOT1
hsa-miR-421,MALAT1,ZC3H7B
hsa-miR-421,MALAT1,AMZ2
hsa-miR-421,MALAT1,HTT
hsa-miR-421,MALAT1,LBR
hsa-miR-421,MALAT1,NCDN
hsa-miR-421,MALAT1,RASL10B
hsa-miR-421,MALAT1,RIF1
hsa-miR-421,MALAT1,EEF1A1
hsa-miR-421,MALAT1,ITPK1
hsa-miR-421,MALAT1,RPS10
hsa-miR-421,MALAT1,FAM168B
hsa-miR-421,MALAT1,CMAS
hsa-miR-421,MALAT1,TRIM27
hsa-miR-421,MALAT1,NR3C1
hsa-miR-421,MALAT1,ZXDA
hsa-miR-421,MALAT1,SFXN1
hsa-miR-421,MALAT1,DFFB
hsa-miR-421,MALAT1,RASAL1
hsa-miR-421,MALAT1,KIAA0100
hsa-miR-421,MALAT1,CD276
hsa-miR-421,MALAT1,RHOBTB2
hsa-miR-421,MALAT1,SMCHD1
hsa-miR-421,MALAT1,FAM32A
hsa-miR-421,MALAT1,RAB26
hsa-miR-421,MALAT1,TMEM109
hsa-miR-421,MALAT1,PRCC
hsa-miR-421,MALAT1,PPP2CB
hsa-miR-421,MALAT1,PHLPP2
hsa-miR-421,MALAT1,RALGAPB
hsa-miR-421,MALAT1,HADHA
hsa-miR-421,MALAT1,FAM155B
hsa-miR-421,MALAT1,FBXL16
hsa-miR-421,MALAT1,PHTF2
hsa-miR-421,MALAT1,CASP3
hsa-miR-421,MALAT1,TBP
hsa-miR-421,MALAT1,TMEM30A
hsa-miR-421,MALAT1,CYTH3
hsa-miR-421,MALAT1,NFIX
hsa-miR-421,MALAT1,TBX18
hsa-miR-421,MALAT1,CBWD1
hsa-miR-421,MALAT1,CBWD5
hsa-miR-421,MALAT1,HSPA9
hsa-miR-421,MALAT1,MEPCE
hsa-miR-421,MALAT1,POLR3G
hsa-miR-421,MALAT1,SLC36A4
hsa-miR-421,MALAT1,ZNF207
hsa-miR-421,MALAT1,PPTC7
hsa-miR-421,MALAT1,ZNF200
hsa-miR-421,MALAT1,WHSC1L1
hsa-miR-421,MALAT1,BTBD7
hsa-miR-421,MALAT1,LRP12
hsa-miR-421,MALAT1,CEP78
hsa-miR-421,MALAT1,CPEB4
hsa-miR-421,MALAT1,MATR3
hsa-miR-421,MALAT1,SNX30
hsa-miR-421,MALAT1,NDUFS1
hsa-miR-421,MALAT1,AKAP11
hsa-miR-421,MALAT1,RSU1
hsa-miR-421,MALAT1,SLC25A36
hsa-miR-421,MALAT1,ADD3
hsa-miR-421,MALAT1,PRKD1
hsa-miR-421,MALAT1,PNPO
hsa-miR-421,MALAT1,PSMA5
hsa-miR-421,MALAT1,TIMP2
hsa-miR-421,MALAT1,TBC1D23
hsa-miR-421,MALAT1,PDPK1
hsa-miR-421,MALAT1,FOXP1
hsa-miR-421,MALAT1,TET1
hsa-miR-421,MALAT1,ZC3H12C
hsa-miR-421,MALAT1,SLC35F5
hsa-miR-421,MALAT1,NPAT
hsa-miR-421,MALAT1,MPV17
hsa-miR-421,MALAT1,HYOU1
hsa-miR-421,MALAT1,GALNT3
hsa-miR-421,MALAT1,SF3B1
hsa-miR-421,MALAT1,ZNF208
hsa-miR-421,MALAT1,BIRC6
hsa-miR-421,MALAT1,RPS6KA3
hsa-miR-421,MALAT1,FAM214A
hsa-miR-421,MALAT1,ZNF284
hsa-miR-421,MALAT1,CRIM1
hsa-miR-421,MALAT1,LTBP1
hsa-miR-421,MALAT1,RPS23
hsa-miR-421,MALAT1,AKR7A2
hsa-miR-421,MALAT1,TSC22D3
hsa-miR-421,MALAT1,FOXC1
hsa-miR-421,MALAT1,GALK2
hsa-miR-421,MALAT1,RELT
hsa-miR-421,MALAT1,FAM114A2
hsa-miR-421,MALAT1,CYFIP2
hsa-miR-421,MALAT1,KMT2C
hsa-miR-421,MALAT1,UHMK1
hsa-miR-421,MALAT1,MTR
hsa-miR-421,MALAT1,MBNL1
hsa-miR-421,MALAT1,NADK2
hsa-miR-421,MALAT1,HNRNPDL
hsa-miR-421,MALAT1,ZC3H11A
hsa-miR-421,MALAT1,NPTX1
hsa-miR-421,MALAT1,NFE2L1
hsa-miR-421,MALAT1,CAST
hsa-miR-421,MALAT1,NCKAP1
hsa-miR-421,MALAT1,XIAP
hsa-miR-421,MALAT1,NR4A2
hsa-miR-421,MALAT1,KCNN3
hsa-miR-421,MALAT1,KCNMB4
hsa-miR-421,MALAT1,HIPK2
hsa-miR-421,MALAT1,MED28
hsa-miR-421,MALAT1,GNAI3
hsa-miR-421,MALAT1,IPO5
hsa-miR-421,MALAT1,HIST1H2AG
hsa-miR-421,MALAT1,SPEN
hsa-miR-421,MALAT1,ELL2
hsa-miR-421,MALAT1,KLF9
hsa-miR-421,MALAT1,SMARCD1
hsa-miR-421,MALAT1,SYT14
hsa-miR-421,MALAT1,ZNF652
hsa-miR-421,MALAT1,ACSL4
hsa-miR-421,MALAT1,UBE2D3
hsa-miR-421,MALAT1,GMFB
hsa-miR-421,MALAT1,ATAD2B
hsa-miR-421,MALAT1,NUCKS1
hsa-miR-421,MALAT1,TIMM8A
hsa-miR-421,MALAT1,HNRNPAB
hsa-miR-421,MALAT1,RORA
hsa-miR-421,MALAT1,HELLS
hsa-miR-421,MALAT1,KANSL1
hsa-miR-421,MALAT1,EXOC5
hsa-miR-421,MALAT1,TOMM34
hsa-miR-421,MALAT1,TOMM70A
hsa-miR-421,MALAT1,SLC6A13
hsa-miR-421,MALAT1,PARP11
hsa-miR-421,MALAT1,ENY2
hsa-miR-421,MALAT1,TRPM7
hsa-miR-421,MALAT1,SEL1L
hsa-miR-421,MALAT1,BTRC
hsa-miR-421,MALAT1,PPP1R14C
hsa-miR-421,MALAT1,TRIM4
hsa-miR-421,MALAT1,ARL1
hsa-miR-421,MALAT1,NAA50
hsa-miR-421,MALAT1,FBXW11
hsa-miR-421,MALAT1,GNAQ
hsa-miR-421,MALAT1,KDM5A
hsa-miR-421,MALAT1,FYTTD1
hsa-miR-421,MALAT1,MAP3K13
hsa-miR-421,MALAT1,IPCEF1
hsa-miR-421,MALAT1,NUP37
hsa-miR-421,MALAT1,WASF2
hsa-miR-421,MALAT1,OPTN
hsa-miR-421,MALAT1,ZNF638
hsa-miR-421,MALAT1,SYT4
hsa-miR-421,MALAT1,ZFYVE9
hsa-miR-421,MALAT1,ZBTB11
hsa-miR-421,MALAT1,MORF4L2
hsa-miR-421,MALAT1,ZCCHC14
hsa-miR-421,MALAT1,IPO7
hsa-miR-421,MALAT1,SLC37A3
hsa-miR-421,MALAT1,SOD2
hsa-miR-421,MALAT1,TOP2B
hsa-miR-421,MALAT1,TSR2
hsa-miR-421,MALAT1,UBE2T
hsa-miR-421,MALAT1,ZFP64
hsa-miR-421,MALAT1,FBLN1
hsa-miR-421,MALAT1,SLC45A3
hsa-miR-421,MALAT1,NRD1
hsa-miR-421,MALAT1,IFNAR2
hsa-miR-421,MALAT1,SOX4
hsa-miR-421,MALAT1,RUNX1T1
hsa-miR-421,MALAT1,SON
hsa-miR-421,MALAT1,ID4
hsa-miR-421,MALAT1,JARID2
hsa-miR-421,MALAT1,IGF1
hsa-miR-421,MALAT1,THOC2
hsa-miR-421,MALAT1,SNRPD2
hsa-miR-421,MALAT1,STARD9
hsa-miR-421,MALAT1,RSPRY1
hsa-miR-421,MALAT1,NEGR1
hsa-miR-421,MALAT1,RBM14
hsa-miR-421,MALAT1,AGO3
hsa-miR-421,MALAT1,TNPO1
hsa-miR-421,MALAT1,SGPP1
hsa-miR-421,MALAT1,HNRNPH2
hsa-miR-421,MALAT1,RRAGB
hsa-miR-421,MALAT1,ZNF264
hsa-miR-421,MALAT1,COL4A1
hsa-miR-421,MALAT1,RPLP1
hsa-miR-421,MALAT1,BAHD1
hsa-miR-421,MALAT1,CUX1
hsa-miR-421,MALAT1,SRSF2
hsa-miR-421,MALAT1,YWHAH
hsa-miR-421,MALAT1,DYNLL2
hsa-miR-421,MALAT1,FOXO4
hsa-miR-421,MALAT1,MAP3K4
hsa-miR-421,MALAT1,SMO
hsa-miR-421,MALAT1,NAB1
hsa-miR-421,MALAT1,HAT1
hsa-miR-421,MALAT1,ARPP19
hsa-miR-421,MALAT1,ZNF326
hsa-miR-421,MALAT1,DGKH
hsa-miR-421,MALAT1,KHSRP
hsa-miR-421,MALAT1,MLLT6
hsa-miR-421,MALAT1,SNX6
hsa-miR-421,MALAT1,SMEK2
hsa-miR-421,MALAT1,KIAA1841
hsa-miR-421,MALAT1,ARL5A
hsa-miR-421,MALAT1,CCDC39
hsa-miR-421,MALAT1,CLDN1
hsa-miR-421,MALAT1,ZBTB25
hsa-miR-421,MALAT1,PAPOLA
hsa-miR-421,MALAT1,BACE1
hsa-miR-421,MALAT1,MLLT4
hsa-miR-421,MALAT1,AFF3
hsa-miR-421,MALAT1,TNRC6A
hsa-miR-421,MALAT1,LRP3
hsa-miR-421,MALAT1,ARPC2
hsa-miR-421,MALAT1,TPRG1L
hsa-miR-421,MALAT1,ANKRD17
hsa-miR-421,MALAT1,ANKS1B
hsa-miR-421,MALAT1,NDFIP1
hsa-miR-421,MALAT1,PPP4R2
hsa-miR-421,MALAT1,BRPF3
hsa-miR-421,MALAT1,U2SURP
hsa-miR-421,MALAT1,HSP90AB1
hsa-miR-421,MALAT1,SIRT1
hsa-miR-421,MALAT1,TLK1
hsa-miR-421,MALAT1,PRKAA1
hsa-miR-421,MALAT1,ARHGAP5
hsa-miR-421,MALAT1,DDX17
hsa-miR-421,MALAT1,ARL4C
hsa-miR-421,MALAT1,BTBD3
hsa-miR-421,MALAT1,TCF20
hsa-miR-421,MALAT1,CDH1
hsa-miR-421,MALAT1,SIRT3
hsa-miR-421,MALAT1,WDR82
hsa-miR-421,MALAT1,ASCC2
hsa-miR-421,MALAT1,STARD13
hsa-miR-421,MALAT1,RANGAP1
hsa-miR-421,MALAT1,BCOR
hsa-miR-421,MALAT1,AP4S1
hsa-miR-421,MALAT1,RSRC1
hsa-miR-421,MALAT1,BLOC1S5
hsa-miR-421,MALAT1,RPS14
hsa-miR-421,MALAT1,DPF2
hsa-miR-421,MALAT1,DICER1
hsa-miR-421,MALAT1,EDEM1
hsa-miR-421,MALAT1,GSKIP
hsa-miR-421,MALAT1,NOTCH2
hsa-miR-421,MALAT1,KIAA1958
hsa-miR-421,MALAT1,STRBP
hsa-miR-421,MALAT1,TPD52L2
hsa-miR-421,MALAT1,ARHGAP12
hsa-miR-421,MALAT1,DIDO1
hsa-miR-421,MALAT1,CAPRIN1
hsa-miR-421,MALAT1,SNPH
hsa-miR-421,MALAT1,CASP8
hsa-miR-421,MALAT1,CD109
hsa-miR-421,MALAT1,AGO4
hsa-miR-421,MALAT1,CDCA7
hsa-miR-421,MALAT1,GLRA2
hsa-miR-421,MALAT1,PGK1
hsa-miR-421,MALAT1,FNDC3A
hsa-miR-421,MALAT1,MGRN1
hsa-miR-421,MALAT1,FRS2
hsa-miR-421,MALAT1,CEBPD
hsa-miR-421,MALAT1,TPP1
hsa-miR-421,MALAT1,SLC7A6
hsa-miR-421,MALAT1,MTAP
hsa-miR-421,MALAT1,PRICKLE2
hsa-miR-421,MALAT1,EPHA7
hsa-miR-421,MALAT1,GSPT1
hsa-miR-421,MALAT1,GOSR1
hsa-miR-421,MALAT1,GAS1
hsa-miR-421,MALAT1,HNRNPA1
hsa-miR-421,MALAT1,E2F6
hsa-miR-421,MALAT1,SCD
hsa-miR-421,MALAT1,MDM2
hsa-miR-421,MALAT1,CRYZ
hsa-miR-421,MALAT1,DYNC1LI2
hsa-miR-421,MALAT1,JPH1
hsa-miR-421,MALAT1,VPS37C
hsa-miR-421,MALAT1,MTMR9
hsa-miR-421,MALAT1,NXN
hsa-miR-421,MALAT1,TM9SF1
hsa-miR-421,MALAT1,URI1
hsa-miR-421,MALAT1,FBL
hsa-miR-421,MALAT1,SETD5
hsa-miR-421,MALAT1,HNRNPUL1
hsa-miR-421,MALAT1,DENND3
hsa-miR-421,MALAT1,DGKB
hsa-miR-421,MALAT1,TAP1
hsa-miR-421,MALAT1,ELL
hsa-miR-421,MALAT1,CRTC1
hsa-miR-421,MALAT1,COPE
hsa-miR-421,MALAT1,TUBB2A
hsa-miR-421,MALAT1,VMP1
hsa-miR-421,MALAT1,ELAVL2
hsa-miR-421,MALAT1,REST
hsa-miR-421,MALAT1,MAT2A
hsa-miR-421,MALAT1,ENOSF1
hsa-miR-421,MALAT1,FEM1B
hsa-miR-421,MALAT1,ENTPD1
hsa-miR-421,MALAT1,CPEB2
hsa-miR-421,MALAT1,RAB30
hsa-miR-421,MALAT1,RDX
hsa-miR-421,MALAT1,CTDSPL2
hsa-miR-421,MALAT1,SERPINE1
hsa-miR-421,MALAT1,YDJC
hsa-miR-421,MALAT1,FNBP1L
hsa-miR-421,MALAT1,SYAP1
hsa-miR-421,MALAT1,ARHGAP29
hsa-miR-421,MALAT1,YTHDF1
hsa-miR-421,MALAT1,PREPL
hsa-miR-421,MALAT1,UQCRFS1
hsa-miR-421,MALAT1,TXNRD1
hsa-miR-421,MALAT1,FLRT2
hsa-miR-421,MALAT1,ROCK1
hsa-miR-421,MALAT1,RACGAP1
hsa-miR-421,MALAT1,QSER1
hsa-miR-421,MALAT1,AP1G1
hsa-miR-421,MALAT1,CTNNA1
hsa-miR-421,MALAT1,GMNN
hsa-miR-421,MALAT1,LSM4
hsa-miR-421,MALAT1,RIMS4
hsa-miR-421,MALAT1,SPINT2
hsa-miR-421,MALAT1,ZNF219
hsa-miR-421,MALAT1,GHR
hsa-miR-421,MALAT1,GLIPR1
hsa-miR-421,MALAT1,ETNK1
hsa-miR-421,MALAT1,NUFIP2
hsa-miR-421,MALAT1,SOCS5
hsa-miR-421,MALAT1,GSE1
hsa-miR-421,MALAT1,GTDC1
hsa-miR-421,MALAT1,VPS37B
hsa-miR-421,MALAT1,ATF7IP
hsa-miR-421,MALAT1,HMGB2
hsa-miR-421,MALAT1,STON2
hsa-miR-421,MALAT1,PMP22
hsa-miR-421,MALAT1,JMJD1C
hsa-miR-421,MALAT1,KLF11
hsa-miR-421,MALAT1,TMEM33
hsa-miR-421,MALAT1,ISCA2
hsa-miR-421,MALAT1,NDUFC1
hsa-miR-421,MALAT1,TBC1D9
hsa-miR-421,MALAT1,GNG12
hsa-miR-421,MALAT1,WHSC1
hsa-miR-421,MALAT1,KCMF1
hsa-miR-421,MALAT1,PDE3A
hsa-miR-421,MALAT1,ZMAT3
hsa-miR-421,MALAT1,HSPA8
hsa-miR-421,MALAT1,KIAA0753
hsa-miR-421,MALAT1,DMXL1
hsa-miR-421,MALAT1,SS18
hsa-miR-421,MALAT1,KIF1C
hsa-miR-421,MALAT1,FAM222B
hsa-miR-421,MALAT1,NPC1
hsa-miR-421,MALAT1,KPNA4
hsa-miR-421,MALAT1,PPFIBP1
hsa-miR-421,MALAT1,PMAIP1
hsa-miR-421,MALAT1,SAMD1
hsa-miR-421,MALAT1,PEAK1
hsa-miR-421,MALAT1,PTGES3
hsa-miR-421,MALAT1,LRRC4
hsa-miR-421,MALAT1,DUSP16
hsa-miR-421,MALAT1,MAGED1
hsa-miR-421,MALAT1,MYBPC1
hsa-miR-421,MALAT1,TOMM20
hsa-miR-421,MALAT1,RNF213
hsa-miR-421,MALAT1,MCMBP
hsa-miR-421,MALAT1,MED13
hsa-miR-421,MALAT1,ABL2
hsa-miR-421,MALAT1,VSIG10
hsa-miR-421,MALAT1,TNRC6C
hsa-miR-421,MALAT1,MEIS2
hsa-miR-421,MALAT1,UBAP2L
hsa-miR-421,MALAT1,ILF2
hsa-miR-421,MALAT1,RREB1
hsa-miR-421,MALAT1,FRK
hsa-miR-421,MALAT1,NEDD9
hsa-miR-421,MALAT1,ARHGAP22
hsa-miR-421,MALAT1,FAM89A
hsa-miR-421,MALAT1,SMAD2
hsa-miR-421,MALAT1,STK38
hsa-miR-421,MALAT1,UBE2O
hsa-miR-421,MALAT1,AMMECR1L
hsa-miR-421,MALAT1,NCS1
hsa-miR-421,MALAT1,ZNF451
hsa-miR-421,MALAT1,FAM134A
hsa-miR-421,MALAT1,RGS2
hsa-miR-421,MALAT1,CCNC
hsa-miR-421,MALAT1,NFYA
hsa-miR-421,MALAT1,BVES
hsa-miR-421,MALAT1,LPP
hsa-miR-421,MALAT1,TCF7L2
hsa-miR-421,MALAT1,GDE1
hsa-miR-421,MALAT1,HECA
hsa-miR-421,MALAT1,INTU
hsa-miR-421,MALAT1,QKI
hsa-miR-421,MALAT1,CCND3
hsa-miR-421,MALAT1,PACRGL
hsa-miR-421,MALAT1,SUZ12
hsa-miR-421,MALAT1,G3BP1
hsa-miR-421,MALAT1,PANK3
hsa-miR-421,MALAT1,FAM46A
hsa-miR-421,MALAT1,PCGF5
hsa-miR-421,MALAT1,CSE1L
hsa-miR-421,MALAT1,CSDE1
hsa-miR-421,MALAT1,GIGYF1
hsa-miR-421,MALAT1,PDGFRA
hsa-miR-421,MALAT1,ZNF609
hsa-miR-421,MALAT1,PFKFB2
hsa-miR-421,MALAT1,GNPDA1
hsa-miR-421,MALAT1,TACC1
hsa-miR-421,MALAT1,PICALM
hsa-miR-421,MALAT1,PIGA
hsa-miR-421,MALAT1,LIFR
hsa-miR-421,MALAT1,MEX3D
hsa-miR-421,MALAT1,PLCXD3
hsa-miR-421,MALAT1,ZNF462
hsa-miR-421,MALAT1,COPG1
hsa-miR-421,MALAT1,ADO
hsa-miR-421,MALAT1,PP13439
hsa-miR-421,MALAT1,SEC16A
hsa-miR-421,MALAT1,PPT1
hsa-miR-421,MALAT1,SRPR
hsa-miR-421,MALAT1,GJC1
hsa-miR-421,MALAT1,CANX
hsa-miR-421,MALAT1,CD226
hsa-miR-421,MALAT1,HAUS2
hsa-miR-421,MALAT1,MAPKAPK3
hsa-miR-421,MALAT1,ACVR2B
hsa-miR-421,MALAT1,RAD54B
hsa-miR-421,MALAT1,SESN3
hsa-miR-421,MALAT1,TLL1
hsa-miR-421,MALAT1,ROBO2
hsa-miR-421,MALAT1,RIC3
hsa-miR-421,MALAT1,NR2F2
hsa-miR-421,MALAT1,ZNF850
hsa-miR-421,MALAT1,RORB
hsa-miR-421,MALAT1,INCENP
hsa-miR-421,MALAT1,RPA4
hsa-miR-421,MALAT1,GLB1
hsa-miR-421,MALAT1,RPRD2
hsa-miR-421,MALAT1,CCNT1
hsa-miR-421,MALAT1,STRN
hsa-miR-421,MALAT1,SAMD12
hsa-miR-421,MALAT1,SAP30L
hsa-miR-421,MALAT1,RPL22
hsa-miR-421,MALAT1,SCOC
hsa-miR-421,MALAT1,CAPZA1
hsa-miR-421,MALAT1,ARID4B
hsa-miR-421,MALAT1,SFMBT1
hsa-miR-421,MALAT1,POLG
hsa-miR-421,MALAT1,MEF2D
hsa-miR-421,MALAT1,SIRPA
hsa-miR-421,MALAT1,TROVE2
hsa-miR-421,MALAT1,PTPN14
hsa-miR-421,MALAT1,FOCAD
hsa-miR-421,MALAT1,SLC8A2
hsa-miR-421,MALAT1,PTAR1
hsa-miR-421,MALAT1,MTF1
hsa-miR-421,MALAT1,SND1
hsa-miR-421,MALAT1,ZNF292
hsa-miR-421,MALAT1,UNKL
hsa-miR-421,MALAT1,WNK1
hsa-miR-421,MALAT1,ZNF766
hsa-miR-421,MALAT1,SPATS2L
hsa-miR-421,MALAT1,MESDC2
hsa-miR-421,MALAT1,SPIRE1
hsa-miR-421,MALAT1,RPL18
hsa-miR-421,MALAT1,SPRY1
hsa-miR-421,MALAT1,ASAP1
hsa-miR-421,MALAT1,SREK1
hsa-miR-421,MALAT1,ZDHHC7
hsa-miR-421,MALAT1,SSR3
hsa-miR-421,MALAT1,STAM2
hsa-miR-421,MALAT1,STRN3
hsa-miR-421,MALAT1,SUB1
hsa-miR-421,MALAT1,MSI2
hsa-miR-421,MALAT1,SYT1
hsa-miR-421,MALAT1,PRRC1
hsa-miR-421,MALAT1,DDX3Y
hsa-miR-421,MALAT1,TBC1D13
hsa-miR-421,MALAT1,NEIL2
hsa-miR-421,MALAT1,TEX261
hsa-miR-421,MALAT1,ENAH
hsa-miR-421,MALAT1,THRB
hsa-miR-421,MALAT1,EIF2S1
hsa-miR-421,MALAT1,TLR4
hsa-miR-421,MALAT1,TMEM106B
hsa-miR-421,MALAT1,TMEM159
hsa-miR-421,MALAT1,TMEM65
hsa-miR-421,MALAT1,TNKS2
hsa-miR-421,MALAT1,C6orf141
hsa-miR-421,MALAT1,CACNA1C
hsa-miR-421,MALAT1,CSNK2A2
hsa-miR-421,MALAT1,AGPAT5
hsa-miR-421,MALAT1,TRAM2
hsa-miR-421,MALAT1,C2CD5
hsa-miR-421,MALAT1,TSC22D2
hsa-miR-421,MALAT1,TFRC
hsa-miR-421,MALAT1,TTBK2
hsa-miR-421,MALAT1,TMPO
hsa-miR-421,MALAT1,MIER3
hsa-miR-421,MALAT1,UBE2B
hsa-miR-421,MALAT1,UBN2
hsa-miR-421,MALAT1,USP47
hsa-miR-421,MALAT1,USP49
hsa-miR-421,MALAT1,POU3F3
hsa-miR-421,MALAT1,MFAP3L
hsa-miR-421,MALAT1,HNRNPA2B1
hsa-miR-421,MALAT1,PHF6
hsa-miR-421,MALAT1,CNIH4
hsa-miR-421,MALAT1,NPTN
hsa-miR-421,MALAT1,XRN1
hsa-miR-421,MALAT1,SLC25A3
hsa-miR-421,MALAT1,ZBTB10
hsa-miR-421,MALAT1,BLOC1S6
hsa-miR-421,MALAT1,SMG1
hsa-miR-421,MALAT1,MIDN
hsa-miR-421,MALAT1,ZNF106
hsa-miR-421,MALAT1,ZNF398
hsa-miR-421,MALAT1,MAP2K7
hsa-miR-421,MALAT1,ZNF470
hsa-miR-421,MALAT1,TRIM71
hsa-miR-421,MALAT1,STAU1
hsa-miR-421,MALAT1,PMEPA1
hsa-miR-421,MALAT1,MTRR
hsa-miR-421,MALAT1,NRAS
hsa-miR-421,MALAT1,ETHE1
hsa-miR-421,MALAT1,LEPROT
hsa-miR-421,MALAT1,IFT20
hsa-miR-421,MALAT1,DEK
hsa-miR-421,MALAT1,NUDT19
hsa-miR-421,MALAT1,ALG3
hsa-miR-421,MALAT1,RAB21
hsa-miR-421,MALAT1,POLR1B
hsa-miR-421,MALAT1,HLCS
hsa-miR-421,MALAT1,BTG2
